V,Libelle GEN,Libelle ROME,Code ROME,score
Non,Chef de projet technique,Chef d'atelier en industrie graphique,E1303,0
Non,Chef de projet digital,Chef d'atelier prépresse,E1306,43
Non,Chef de projet agile,Chef d'atelier prépresse,E1306,22
Non,Chef de projet technique,Chef d'atelier prépresse,E1306,22
Non,Chef de projet digital,Chef de batterie géographie,M1808,16
Non,Chef de projet agile,Chef de batterie géographie,M1808,10
Non,Chef de projet technique,Chef de batterie géographie,M1808,5
Non,Chef de projet digital,Chef de cabine de projection,E1204,58
Non,Chef de projet agile,Chef de cabine de projection,E1204,52
Non,Chef de projet technique,Chef de cabine de projection,E1204,26
Non,Chargé de production vidéos,Chef de création artistique communication multimédia,E1104,12
Non,Vidéaste,Chef de création artistique communication multimédia,E1104,12
Non,Chef de projet digital,Chef de création artistique communication multimédia,E1104,19
Non,Responsable CRM,Responsable de département informatique,M1803,59
Non,Technicien de déploiement de fibre optique,Responsable de département télécoms,M1803,5
Non,Technicien en télécommunication,Responsable de département télécoms,M1803,3
Non,Responsable CRM,Responsable de division informatique,M1803,29
Non,Technicien de déploiement de fibre optique,Responsable de division télécoms,M1803,16
Non,Technicien en télécommunication,Responsable de division télécoms,M1803,15
Non,Chef de projet digital,Chef de fabrication d'édition publicitaire,E1205,25
Non,Chef de projet agile,Chef de fabrication d'édition publicitaire,E1205,1
Non,Chef de projet technique,Chef de fabrication d'édition publicitaire,E1205,46
Non,Chef de projet digital,Chef de fabrication édition,E1303,1
Non,Chef de projet agile,Chef de fabrication édition,E1303,28
Non,Chef de projet technique,Chef de fabrication édition,E1303,22
Non,Chef de projet digital,Chef de fabrication en industrie graphique,E1303,14
Non,Chef de projet agile,Chef de fabrication en industrie graphique,E1303,34
Non,Chef de projet technique,Chef de fabrication en industrie graphique,E1303,20
Non,Chef de projet digital,Chef de groupe de création multimédia,E1104,20
Non,Chef de projet agile,Chef de groupe de création multimédia,E1104,55
Non,Chef de projet technique,Chef de groupe de création multimédia,E1104,6
Non,Chef de projet digital,Chef de groupe en agence de publicité,E1401,15
Non,Chef de projet agile,Chef de groupe en agence de publicité,E1401,43
Non,Chef de projet technique,Chef de groupe en agence de publicité,E1401,53
Non,Chef de projet digital,Chef de groupe logicien informaticien,M1805,30
Non,Chef de projet agile,Chef de groupe logicien informaticien,M1805,14
Non,Chef de projet technique,Chef de groupe logicien informaticien,M1805,41
Non,Chef de projet digital,Chef de groupe média planning,E1402,0
Non,Chef de projet agile,Chef de groupe média planning,E1402,5
Non,Chef de projet technique,Chef de groupe média planning,E1402,4
Non,Chef de projet digital,Chef de groupe publicité,E1401,22
Non,Chef de projet agile,Chef de groupe publicité,E1401,19
Non,Chef de projet technique,Chef de groupe publicité,E1401,38
Non,Chef de projet digital,Chef de laboratoire photographique,E1203,49
Non,Chef de projet agile,Chef de laboratoire photographique,E1203,30
Non,Chef de projet technique,Chef de laboratoire photographique,E1203,51
Non,Product Owner,Chef de produits design,H1204,12
Non,Product Manager,Chef de produits design,H1204,53
Non,Chef de projet e-commerce,Chef de produits design,H1204,13
Non,Chef de projet digital,Chef de projet d'affaires d'ingénierie industrielle,H1102,12
Non,Chef de projet agile,Chef de projet d'affaires d'ingénierie industrielle,H1102,32
Non,Chef de projet technique,Chef de projet d'affaires d'ingénierie industrielle,H1102,57
Non,Chef de projet digital,Chef de projet design,H1204,14
Non,Chef de projet agile,Chef de projet design,H1204,32
Non,Chef de projet technique,Chef de projet design,H1204,27
Non,Chef de projet digital,Chef de projet développement logiciel,M1803,21
Non,Chef de projet agile,Chef de projet développement logiciel,M1803,7
Oui,Chef de projet technique,Chef de projet développement logiciel,M1803,90
Non,Chef de projet digital,Chef de projet en conception industrielle en mécanique,H1203,55
Non,Chef de projet agile,Chef de projet en conception industrielle en mécanique,H1203,55
Non,Chef de projet technique,Chef de projet en conception industrielle en mécanique,H1203,27
Non,Chef de projet digital,Chef de projet en géomatique,M1808,3
Non,Chef de projet agile,Chef de projet en géomatique,M1808,52
Non,Chef de projet technique,Chef de projet en géomatique,M1808,32
Non,Chef de projet digital,Chef de projet en linguistique informatique,M1803,45
Non,Chef de projet agile,Chef de projet en linguistique informatique,M1803,1
Non,Chef de projet technique,Chef de projet en linguistique informatique,M1803,37
Non,Chef de projet digital,Chef de projet étude et développement informatique,M1805,39
Non,Chef de projet agile,Chef de projet étude et développement informatique,M1805,1
Oui,Chef de projet technique,Chef de projet étude et développement informatique,M1805,89
Non,Chef de projet digital,Chef de projet études industrielles,H1206,25
Non,Chef de projet agile,Chef de projet études industrielles,H1206,13
Non,Chef de projet technique,Chef de projet études industrielles,H1206,22
Non,Chef de projet digital,Chef de projet informatique,M1803,13
Non,Chef de projet agile,Chef de projet informatique,M1803,57
Oui,Chef de projet technique,Chef de projet informatique,M1803,58
Oui,Chef de projet digital,Chef de projet internet,M1803,92
Non,Chef de projet agile,Chef de projet internet,M1803,36
Non,Chef de projet technique,Chef de projet internet,M1803,18
Non,Chef de projet digital,Chef de projet maîtrise d'oeuvre informatique,M1805,5
Non,Chef de projet agile,Chef de projet maîtrise d'oeuvre informatique,M1805,59
Non,Chef de projet technique,Chef de projet maîtrise d'oeuvre informatique,M1805,34
Non,Chef de projet digital,Chef de projet maîtrise d'ouvrage des systèmes d'information,M1806,29
Non,Chef de projet agile,Chef de projet maîtrise d'ouvrage des systèmes d'information,M1806,6
Non,Chef de projet technique,Chef de projet maîtrise d'ouvrage des systèmes d'information,M1806,48
Non,Responsable sécurité des systèmes d'information,Chef de projet Maîtrise d'Ouvrage - MOA des systèmes d'information,M1806,40
Non,Chef de projet digital,Chef de projet Maîtrise d'Ouvrage - MOA des systèmes d'information,M1806,52
Non,Chef de projet digital,Chef de projet multimédia,M1803,16
Non,Chef de projet agile,Chef de projet multimédia,M1803,39
Non,Chef de projet technique,Chef de projet multimédia,M1803,7
Non,Chef de projet digital,Chef de projet publicitaire,E1401,44
Non,Chef de projet agile,Chef de projet publicitaire,E1401,11
Non,Chef de projet technique,Chef de projet publicitaire,E1401,52
Non,Chef de projet digital,Chef de projet recherche et développement en industrie,H1206,52
Non,Chef de projet agile,Chef de projet recherche et développement en industrie,H1206,27
Non,Chef de projet technique,Chef de projet recherche et développement en industrie,H1206,46
Non,Chef de projet digital,Chef de projet télécoms,M1804,55
Non,Technicien de déploiement de fibre optique,Chef de projet télécoms,M1804,34
Non,Chef de projet agile,Chef de projet télécoms,M1804,32
Oui,Chef de projet digital,Chef de projet Web,M1803,89
Non,Chef de projet agile,Chef de projet Web,M1803,20
Non,Chef de projet technique,Chef de projet Web,M1803,17
Non,Chef de projet digital,Chef de projet utilisateurs des systèmes d'information,M1806,47
Non,Chef de projet agile,Chef de projet utilisateurs des systèmes d'information,M1806,14
Non,Chef de projet technique,Chef de projet utilisateurs des systèmes d'information,M1806,33
Non,Chef de projet digital,Chef de publicité,E1401,4
Non,Chef de projet agile,Chef de publicité,E1401,31
Non,Chef de projet technique,Chef de publicité,E1401,34
Non,Chef de projet digital,Chef de publicité d'agence,E1401,38
Non,Chef de projet agile,Chef de publicité d'agence,E1401,16
Non,Chef de projet technique,Chef de publicité d'agence,E1401,42
Non,Chef de projet digital,Chef de publicité junior,E1401,8
Non,Chef de projet agile,Chef de publicité junior,E1401,43
Non,Chef de projet technique,Chef de publicité junior,E1401,23
Non,Chef de projet digital,Chef de publicité senior,E1401,47
Non,Chef de projet agile,Chef de publicité senior,E1401,5
Non,Chef de projet technique,Chef de publicité senior,E1401,6
Non,Chef de projet digital,Chef de rubrique,E1106,13
Non,Chef de projet agile,Chef de rubrique,E1106,28
Non,Chef de projet technique,Chef de rubrique,E1106,19
Non,Chef de projet marketing digital,Chef de service achat d'espaces publicitaires,E1402,8
Non,Chef de projet communication digitale,Chef de service achat d'espaces publicitaires,E1402,15
Non,Chef de projet digital,Chef de service contentieux,K1903,60
Non,Chef de projet agile,Chef de service contentieux,K1903,29
Non,Chef de projet technique,Chef de service contentieux,K1903,37
Non,Chef de projet digital,Chef de service juridique,K1903,1
Non,Chef de projet agile,Chef de service juridique,K1903,27
Non,Chef de projet technique,Chef de service juridique,K1903,43
Non,Chef de projet digital,Chef de studio de créations graphiques,E1205,52
Non,Chef de projet agile,Chef de studio de créations graphiques,E1205,30
Non,Chef de projet technique,Chef de studio de créations graphiques,E1205,5
Non,Chef de projet digital,Chef de studio de photographie,E1201,23
Non,Chef de projet agile,Chef de studio de photographie,E1201,58
Non,Chef de projet technique,Chef de studio de photographie,E1201,40
Non,Chef de projet agile,Chef d'équipe de help desk en informatique,I1401,6
Non,Chef de projet digital,Chef d'équipe de help desk en informatique,I1401,29
Non,Chef de projet technique,Chef d'équipe de help desk en informatique,I1401,6
Non,Chef de projet digital,Chef d'équipe de production informatique,M1810,21
Non,Chef de projet agile,Chef d'équipe de production informatique,M1810,24
Non,Chef de projet digital,Chef d'équipe en industrie graphique,E1303,44
Non,Chef de projet agile,Chef d'équipe en industrie graphique,E1303,10
Non,Chef de projet technique,Chef d'équipe en industrie graphique,E1303,14
Non,Chef de projet agile,Chef d'équipe opérateur / opératrice de projection,E1204,35
Non,Chef de projet digital,Chef d'équipe opérateur / opératrice de projection,E1204,10
Non,Chef de projet technique,Chef d'équipe opérateur / opératrice de projection,E1204,24
Non,Chef de projet agile,Chef d'équipe station de sondage météorologique,M1809,33
Non,Chef de projet digital,Chef d'équipe station de sondage météorologique,M1809,43
Non,Chef de projet technique,Chef d'équipe station de sondage météorologique,M1809,54
Non,Chef de projet digital,Chef d'exploitation informatique,M1810,43
Non,Chef de projet agile,Chef d'exploitation informatique,M1810,41
Non,Chef de projet technique,Chef d'exploitation informatique,M1810,18
Non,Chef de projet agile,Chef du service d'information et de communication,E1103,34
Non,Chef de projet digital,Chef du service d'information et de communication,E1103,58
Non,Chef de projet digital,Chef exploitation images drones,M1808,22
Non,Chef de projet agile,Chef exploitation images drones,M1808,44
Non,Chef de projet technique,Chef exploitation images drones,M1808,23
Non,Chef de projet digital,Chef géographe,M1808,26
Non,Chef de projet agile,Chef géographe,M1808,20
Non,Chef de projet technique,Chef géographe,M1808,32
Non,Chef de projet digital,Chef opérateur / opératrice de projection,E1204,34
Non,Chef de projet agile,Chef opérateur / opératrice de projection,E1204,10
Non,Chef de projet technique,Chef opérateur / opératrice de projection,E1204,36
Non,Chef de projet digital,Chef opérateur / opératrice photographe,E1201,13
Non,Chef de projet agile,Chef opérateur / opératrice photographe,E1201,39
Non,Chef de projet technique,Chef opérateur / opératrice photographe,E1201,40
Non,Chef de projet digital,Chef d'atelier signalétique,E1306,4
Non,Chef de projet agile,Chef d'atelier signalétique,E1306,41
Non,Chef de projet technique,Chef d'atelier signalétique,E1306,36
Non,Game designer,Game master jeux online,E1101,51
Non,Réalisateur de jeux vidéos,Game master jeux online,E1101,58
Oui,Réalisateur de jeux vidéos,Producer chef de projet jeux vidéo,E1104,100
Non,Développeur de jeux vidéos,Producer chef de projet jeux vidéo,E1104,29
Non,Game designer,Producer chef de projet jeux vidéo,E1104,50
Non,UX Designer,UI - user interface designer,E1205,28
Non,Motion Designer,UI - user interface designer,E1205,23
Non,Expert SEO,Coloriste à sec,H1201,41
Non,Fablab manager,Coloriste en impression textile,H1201,57
Non,Forgeur numérique,Coloriste en impression textile,H1201,2
Oui,Game designer,Concepteur / Conceptrice de jeux vidéo,E1104,96
Non,UX Designer,Concepteur designer / Conceptrice designeuse,H1204,4
Non,UI Designer,Concepteur designer / Conceptrice designeuse,H1204,0
Non,Motion Designer,Concepteur designer / Conceptrice designeuse,H1204,35
Non,Intégrateur logiciels métiers,Concepteur / Conceptrice logiciel informatique,M1805,32
Non,Technicien d'exploitation,Conducteur / Conductrice d'agrafeuses,E1302,47
Non,Créateur d'entreprise,Conducteur / Conductrice d'agrafeuses,E1302,45
Non,Administrateur Système d'information,Conducteur / Conductrice d'agrafeuses,E1302,58
Non,Technicien d'exploitation,Conducteur / Conductrice d'autoplatines,E1302,18
Non,Créateur d'entreprise,Conducteur / Conductrice d'autoplatines,E1302,22
Non,Administrateur Système d'information,Conducteur / Conductrice d'autoplatines,E1302,44
Non,Architecte base de données,Conducteur / Conductrice de chaînes de brochage,E1302,7
Non,Technicien base de données,Conducteur / Conductrice de chaînes de brochage,E1302,60
Non,Architecte base de données,Conducteur / Conductrice de couverturières,E1302,30
Non,Technicien base de données,Conducteur / Conductrice de couverturières,E1302,44
Non,Développeur IA,Conducteur / Conductrice de machines d'affranchissement,E1302,5
Non,Développeur machine learning,Conducteur / Conductrice de machines d'affranchissement,E1302,3
Non,Architecte base de données,Conducteur / Conductrice de machines de brochage,E1302,43
Non,Technicien base de données,Conducteur / Conductrice de machines de brochage,E1302,48
Non,Architecte base de données,Conducteur / Conductrice de machines de flexographie,E1301,26
Non,Technicien base de données,Conducteur / Conductrice de machines de flexographie,E1301,60
Non,Architecte base de données,Conducteur / Conductrice de machines de reliure,E1302,19
Non,Technicien base de données,Conducteur / Conductrice de machines de reliure,E1302,58
Non,Architecte base de données,Conducteur / Conductrice de machines de routage,E1302,21
Non,Technicien base de données,Conducteur / Conductrice de machines de routage,E1302,49
Non,Fablab manager,Conducteur / Conductrice de machines d'impression,E1301,25
Non,Forgeur numérique,Conducteur / Conductrice de machines d'impression,E1301,38
Non,Développeur IA,Conducteur / Conductrice de machines d'impression,E1301,55
Non,Architecte base de données,Conducteur / Conductrice de perforeuses,E1302,43
Non,Technicien base de données,Conducteur / Conductrice de perforeuses,E1302,4
Non,Architecte base de données,Conducteur / Conductrice de rainureuses,E1302,24
Non,Technicien base de données,Conducteur / Conductrice de rainureuses,E1302,9
Non,Architecte base de données,Conducteur / Conductrice de rotatives,E1301,28
Non,Technicien base de données,Conducteur / Conductrice de rotatives,E1301,29
Non,Technicien d'exploitation,Conducteur / Conductrice d'emboîteuses,E1302,49
Non,Créateur d'entreprise,Conducteur / Conductrice d'emboîteuses,E1302,57
Non,Administrateur Système d'information,Conducteur / Conductrice d'emboîteuses,E1302,49
Non,Technicien d'exploitation,Conducteur / Conductrice d'enliasseuses,E1302,30
Non,Créateur d'entreprise,Conducteur / Conductrice d'enliasseuses,E1302,0
Non,Administrateur Système d'information,Conducteur / Conductrice d'enliasseuses,E1302,3
Non,Chargé de communication web,Consultant / Consultante en communication,E1103,47
Non,Chef de projet communication digitale,Consultant / Consultante en communication,E1103,35
Non,Chef de projet systèmes d'information,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information,M1806,42
Non,Gestionnaire de parc micro-informatique,Consultant / Consultante réseaux informatiques,M1806,43
Non,Technicien réseau,Consultant / Consultante réseaux informatiques,M1806,0
Non,Administrateur réseau,Consultant / Consultante réseaux informatiques,M1806,46
Non,Expert en technologie de l’information,Contrôleur / Contrôleuse de réseau informatique,M1810,8
Non,Chef de projet systèmes d'information,Coordinateur / Coordinatrice de la Maîtrise d'ouvrage des systèmes d'information,M1806,50
Non,Analyste cybersécurité,Correcteur / Correctrice à domicile,E1305,18
Non,Analyste SOC,Correcteur / Correctrice à domicile,E1305,17
Non,Administrateur Système d'information,Correcteur / Correctrice à domicile,E1305,48
Non,Chargé de production vidéos,Correcteur / Correctrice de presse,E1305,41
Non,Vidéaste,Correcteur / Correctrice de presse,E1305,31
Non,Réalisateur de jeux vidéos,Correcteur / Correctrice de presse,E1305,6
Non,Technicien d'exploitation,Correcteur / Correctrice d'édition,E1305,58
Non,Créateur d'entreprise,Correcteur / Correctrice d'édition,E1305,5
Non,Administrateur Système d'information,Correcteur / Correctrice d'édition,E1305,26
Non,Technicien d'exploitation,Correcteur / Correctrice d'imprimerie,E1305,39
Non,Créateur d'entreprise,Correcteur / Correctrice d'imprimerie,E1305,1
Non,Administrateur Système d'information,Correcteur / Correctrice d'imprimerie,E1305,30
Non,Délégué à la protection des données (DPD),Correspondant / Correspondante de Presse à l'étranger,E1106,43
Non,Analyste cybersécurité,Cyber-journaliste,E1106,36
Non,Technicien cybersécurité,Cyber-journaliste,E1106,36
Non,Analyste SOC,Cyber-journaliste,E1106,17
Non,UX Designer,Designer créateur / Designeuse créatrice,H1204,30
Non,UI Designer,Designer créateur / Designeuse créatrice,H1204,8
Non,Motion Designer,Designer créateur / Designeuse créatrice,H1204,8
Non,UX Designer,Designer / Designeuse d'interactivité,E1205,8
Non,UI Designer,Designer / Designeuse d'interactivité,E1205,22
Non,Motion Designer,Designer / Designeuse d'interactivité,E1205,4
Non,UX Designer,Designer / Designeuse graphique,E1205,51
Non,UI Designer,Designer / Designeuse graphique,E1205,17
Non,Infographiste,Designer / Designeuse graphique,E1205,35
Non,UX Designer,Designer industriel / Designeuse industrielle,H1204,35
Non,UI Designer,Designer industriel / Designeuse industrielle,H1204,16
Non,Motion Designer,Designer industriel / Designeuse industrielle,H1204,28
Non,Traffic manager,Designer manager,H1204,47
Non,Content manager,Designer manager,H1204,40
Non,Fablab manager,Designer manager,H1204,54
Non,UX Designer,Designer packaging,H1204,9
Non,UI Designer,Designer packaging,H1204,20
Non,Motion Designer,Designer packaging,H1204,12
Non,Chef de projet digital,Designer-chef / Designeuse-chef de projet,H1204,19
Non,Développeur IA,Dessinateur / Dessinatrice d'art,B1101,14
Non,Vidéaste,Dessinateur / Dessinatrice d'art,B1101,35
Non,Chargé de production vidéos,Dessinateur / Dessinatrice d'art,B1101,38
Non,Chargé de production vidéos,Dessinateur / Dessinatrice de presse,E1205,26
Non,Vidéaste,Dessinateur / Dessinatrice de presse,E1205,22
Non,Réalisateur de jeux vidéos,Dessinateur / Dessinatrice de presse,E1205,27
Non,Technicien d'exploitation,Dessinateur / Dessinatrice d'édition,E1205,10
Non,Créateur d'entreprise,Dessinateur / Dessinatrice d'édition,E1205,3
Non,Administrateur Système d'information,Dessinateur / Dessinatrice d'édition,E1205,37
Non,Entrepreneur digital,Dessinateur / Dessinatrice d'études en électricité,H1202,26
Non,Créateur d'entreprise,Dessinateur / Dessinatrice d'études en électricité,H1202,36
Non,Entrepreneur digital,Dessinateur / Dessinatrice d'études en électronique,H1202,39
Non,Créateur d'entreprise,Dessinateur / Dessinatrice d'études en électronique,H1202,9
Non,Technicien helpdesk,Technicien / Technicienne ERD en acoustique,H1210,9
Non,Technicien système et réseau,Technicien / Technicienne ERD en acoustique,H1210,30
Non,Développeur Mobile,Développeur / Développeuse logiciel de réalité augmentée,M1805,16
Non,Développeur blockchain,Développeur / Développeuse logiciel de réalité augmentée,M1805,43
Non,Developpeur Back-End,Développeur / Développeuse logiciel de réalité augmentée,M1805,24
Non,Forgeur numérique,Responsable d'espace de médiation numérique,G1202,13
Non,Couteau suisse du numérique,Responsable d'espace de médiation numérique,G1202,51
Oui,Développeur Mobile,Développeur / Développeuse d'application,M1805,78
Non,Developpeur IOT,Développeur / Développeuse d'application,M1805,49
Non,Développeur Mobile,Développeur / Développeuse de négatifs de films cinématographiques,E1202,40
Non,Developpeur Back-End,Développeur / Développeuse de négatifs de films cinématographiques,E1202,20
Non,Développeur Full Stack,Développeur / Développeuse de négatifs de films cinématographiques,E1202,6
Non,Développeur blockchain,Développeur / Développeuse de photographies,E1203,29
Non,Développeur Mobile,Développeur / Développeuse de photographies,E1203,32
Non,Développeur d'applications,Développeur / Développeuse de photographies,E1203,52
Non,Développeur Mobile,Développeur / Développeuse de positifs de films cinématographiques,E1202,18
Non,Developpeur Back-End,Développeur / Développeuse de positifs de films cinématographiques,E1202,4
Non,Développeur Full Stack,Développeur / Développeuse de positifs de films cinématographiques,E1202,11
Non,Développeur blockchain,Développeur / Développeuse informatique,M1805,20
Non,Developpeur IOT,Développeur / Développeuse informatique,M1805,25
Non,Développeur Mobile,Développeur / Développeuse web,M1805,9
Non,Developpeur Front-End,Développeur-vendeur / Développeuse-vendeuse en photographies,E1203,33
Non,Développeur blockchain,Développeur-vendeur / Développeuse-vendeuse en photographies,E1203,58
Non,Technicien helpdesk,Directeur / Directrice assistance technique,H1101,30
Non,Spécialiste support,Directeur / Directrice assistance technique,H1101,37
Non,Conseiller support technique,Directeur / Directrice assistance technique,H1101,50
Non,Gestionnaire de base de données,Directeur / Directrice de ballet,L1302,8
Non,Architecte base de données,Directeur / Directrice de ballet,L1302,33
Non,Technicien base de données,Directeur / Directrice de ballet,L1302,31
Non,Gestionnaire de base de données,Directeur / Directrice de cirque,L1302,52
Non,Architecte base de données,Directeur / Directrice de cirque,L1302,44
Non,Technicien base de données,Directeur / Directrice de cirque,L1302,13
Non,Chargé de marketing digital,Directeur / Directrice de clientèle d'agence de publicité,E1401,11
Non,Chef de projet marketing digital,Directeur / Directrice de clientèle d'agence de publicité,E1401,23
Non,Gestionnaire de base de données,Directeur / Directrice de compagnie de danse,L1302,36
Non,Architecte base de données,Directeur / Directrice de compagnie de danse,L1302,29
Non,Technicien base de données,Directeur / Directrice de compagnie de danse,L1302,55
Non,Gestionnaire de base de données,Directeur / Directrice de compagnie de théâtre,L1302,43
Non,Architecte base de données,Directeur / Directrice de compagnie de théâtre,L1302,18
Non,Technicien base de données,Directeur / Directrice de compagnie de théâtre,L1302,10
Oui,Chargé de production vidéos,Directeur / Directrice de création communication multimédia,E1104,40
Non,Vidéaste,Directeur / Directrice de création communication multimédia,E1104,39
Non,Technicien de déploiement de fibre optique,Directeur / Directrice de département télécoms,M1803,52
Non,Gestionnaire de base de données,Directeur / Directrice de festival,L1302,0
Non,Architecte base de données,Directeur / Directrice de festival,L1302,45
Non,Technicien base de données,Directeur / Directrice de festival,L1302,60
Non,Chargé de communication web,Directeur / Directrice de la communication,E1103,2
Non,Chef de projet communication digitale,Directeur / Directrice de la communication,E1103,13
Oui,Chargé de production vidéos,Directeur / Directrice de production audiovisuelle,L1302,79
Non,Chargé de production vidéos,Directeur / Directrice de production cinématographique,L1302,11
Non,Chargé de production vidéos,Directeur / Directrice de production de spectacles,L1302,8
Non,Vidéaste,Directeur / Directrice de production de spectacles,L1302,32
Non,Développeur IA,Directeur / Directrice de production de spectacles,L1302,20
Non,Coordinateur de projet,Directeur / Directrice de projet en informatique,M1803,26
Oui,Chef de projet digital,Directeur / Directrice de projet en informatique,M1803,70
Non,Technicien de déploiement de fibre optique,Directeur / Directrice de projet télécoms,M1803,24
Non,Coordinateur de projet,Directeur / Directrice de projet télécoms,M1803,32
Non,Technicien de déploiement de fibre optique,Directeur / Directrice de service télécoms,M1803,14
Non,Gestionnaire de base de données,Directeur / Directrice de théâtre,L1302,13
Non,Architecte base de données,Directeur / Directrice de théâtre,L1302,57
Non,Technicien base de données,Directeur / Directrice de théâtre,L1302,1
Non,Responsable Sécurité de l'information,Directeur / Directrice d'écriture de scénario,E1102,32
Non,Chef de projet systèmes d'information,Directeur / Directrice d'écriture de scénario,E1102,47
Non,Responsable sécurité des systèmes d'information,Directeur / Directrice d'écriture de scénario,E1102,20
Non,UX Designer,Directeur / Directrice des publications,E1105,4
Non,UI Designer,Directeur / Directrice des publications,E1105,13
Non,Motion Designer,Directeur / Directrice des publications,E1105,8
Non,Technicien d'exploitation,Directeur / Directrice des systèmes d'information,M1803,16
Non,Chef de projet systèmes d'information,Directeur / Directrice des systèmes d'information et télécoms,M1803,9
Non,Technicien d'exploitation,Directeur / Directrice d'information,E1106,59
Non,Administrateur Système d'information,Directeur / Directrice d'information,E1106,12
Non,Responsable sécurité des systèmes d'information,Directeur / Directrice d'information,E1106,57
Oui,Responsable e-commerce,E-commercial / E-commerciale,E1101,94
Non,Chef de projet e-commerce,E-commercial / E-commerciale,E1101,55
Non,Architecte base de données,Employé / Employée de reprographie,E1307,23
Non,Technicien base de données,Employé / Employée de reprographie,E1307,15
Non,Architecte base de données,Employé / Employée de routage,E1304,24
Non,Technicien base de données,Employé / Employée de routage,E1304,52
Non,Gestionnaire de base de données,Entrepreneur / Entrepreneuse de spectacles,L1302,20
Non,Architecte base de données,Entrepreneur / Entrepreneuse de spectacles,L1302,33
Non,Expert en système d’information,Expert / Experte en sécurité des systèmes d'exploitation,M1802,37
Non,Expert en système d’information,Expert fiscal / Experte fiscale,K1903,9
Non,Expert en système d’information,Expert / Experte juridique,K1903,4
Non,Technicien d'exploitation,Expert / Experte métier système d'information,M1806,21
Non,Administrateur Système d'information,Expert / Experte métier système d'information,M1806,47
Non,Security Architect,Expert / Experte sécurité informatique,M1802,10
Non,Technicien helpdesk,Expert / Experte support technique,H1101,22
Oui,Spécialiste support,Expert / Experte support technique,H1101,78
Non,Technicien d'exploitation,Expert / Experte système d'exploitation,M1802,3
Non,Administrateur Système d'information,Expert / Experte système d'exploitation,M1802,46
Non,Expert en technologie de l’information,Expert / Experte système et réseaux,M1802,18
Non,"Spécialiste systèmes, réseaux et sécurité",Expert / Experte système et réseaux,M1802,20
Non,Expert en système d’information,Expert traducteur / Experte traductrice interprète,E1108,39
Non,Chef de projet systèmes d'information,Exploitant / Exploitante des systèmes de guerre électronique,M1807,52
Non,Responsable Sécurité de l'information,Exploitant / Exploitante système d'information et de communication aux armées,M1807,37
Non,Chef de projet systèmes d'information,Exploitant / Exploitante système d'information et de communication aux armées,M1807,20
Non,Chargé de production vidéos,Façonneur / Façonneuse de plans,E1307,43
Non,Vidéaste,Façonneur / Façonneuse de plans,E1307,20
Oui,Réalisateur de jeux vidéos,Game designer - jeux vidéo,E1104,73
Non,Développeur de jeux vidéos,Game designer - jeux vidéo,E1104,59
Non,Technicien d'exploitation,Gestionnaire d'applications système d'information,M1806,29
Non,Responsable sécurité des systèmes d'information,Gestionnaire d'applications système d'information,M1806,42
Non,Chargé de production vidéos,Gestionnaire de production informatique,M1810,52
Non,Vidéaste,Gestionnaire de production informatique,M1810,31
Non,Développeur IA,Gestionnaire de production informatique,M1810,53
Non,Développeur blockchain,Gestionnaire de ressources informatiques,M1810,49
Non,Responsable sécurité des systèmes d'information,Gestionnaire Systèmes d'Information Géographique -SIG-,M1808,6
Non,Technicien d'exploitation,Gestionnaire Systèmes d'Information Géographique -SIG-,M1808,20
Non,UX Designer,Graphiste multimédia,E1205,34
Non,UI Designer,Graphiste multimédia,E1205,14
Oui,Infographiste,Graphiste multimédia,E1205,74
Non,Développeur Mobile,Informaticien / Informaticienne d'application,M1805,4
Non,Ingénieur DevOps,Informaticien / Informaticienne d'application,M1805,0
Non,Réalisateur de jeux vidéos,Informaticien / Informaticienne de développement,M1805,10
Non,Développeur de jeux vidéos,Informaticien / Informaticienne de développement,M1805,40
Non,Gestionnaire de parc micro-informatique,Informaticien / Informaticienne de développement,M1805,46
Non,Technicien d'exploitation,Ingénieur / Ingénieure analyste en système d'information,M1805,9
Non,Administrateur Système d'information,Ingénieur / Ingénieure analyste en système d'information,M1805,10
Oui,Ingenieur systèmes,Ingénieur / Ingénieure analyste informatique,M1805,94
Non,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure analyste informatique,M1805,6
Non,Ingenieur systèmes,Ingénieur analyste-programmeur / Ingénieure analyste-programmeuse,M1805,53
Non,Ingenieur systèmes,Ingénieur / Ingénieure architecture navale,H1206,44
Non,Architecte Logiciel,Ingénieur / Ingénieure architecture navale,H1206,29
Non,Technicien helpdesk,Ingénieur / Ingénieure assistance technique,H1101,22
Non,Spécialiste support,Ingénieur / Ingénieure assistance technique,H1101,44
Non,Conseiller support technique,Ingénieur / Ingénieure assistance technique,H1101,43
Non,Ingenieur systèmes,Ingénieur / Ingénieure biochimiste en industrie,H1206,51
Non,Ingenieur systèmes,Ingénieur / Ingénieure biologiste en industrie,H1206,54
Non,Ingenieur systèmes,Ingénieur biomédical / Ingénieure biomédicale en industrie,H1206,8
Non,Ingenieur systèmes,Ingénieur / Ingénieure brevet en industrie,H1206,13
Non,Ingenieur systèmes,Ingénieur calculateur / Ingénieure calculatrice en industrie,H1206,18
Non,Ingenieur systèmes,Ingénieur / Ingénieure chimiste en industrie,H1206,8
